title,price,img
KiiBoom Phantom 81 V2 75% Crystal Gasket Mechanical Keyboard with Puppy Patrol Keycaps Set, Nothing, https://m.media-amazon.com/images/I/717H8ewv4QL._AC_UY218_.jpg
KiiBoom Phantom 81 V2 Crystal Gasket Mechanical Keyboard with 70 Pieces Taro Milk Tactile Switches, Nothing, https://m.media-amazon.com/images/I/71qaDoYCZlL._AC_UY218_.jpg
KiiBoom Phantom 81 75% Hot Swappable Gasket-Mounted Mechanical Keyboard with Coiled Cable, Nothing, https://m.media-amazon.com/images/I/718ZNzPbhoL._AC_UY218_.jpg
KiiBoom Phantom 81 75% BT5.0/2.4GHz/USB-C Gaming Keyboard (Yellow) with Ombre Coiled Cable (Pink), Nothing, https://m.media-amazon.com/images/I/71UPDgDLkuL._AC_UY218_.jpg
KiiBoom B16 96-Key Wired Mechanical Gaming Keyboard with Cherry MX Switches and PBT Keycaps (Cherry MX BrownSwitch  Blue Keycaps), Nothing, https://m.media-amazon.com/images/I/41su+4i2OcL._AC_UY218_.jpg
KiiBoom B16 96-Key Wired Mechanical Gaming Keyboard with Cherry MX Switches and PBT Keycaps (Cherry MX Blue Switch  Yellow Keycaps), Nothing, https://m.media-amazon.com/images/I/41eUmNDhSYL._AC_UY218_.jpg
KiiBoom B16 96-Key Wired Mechanical Gaming Keyboard with Cherry MX Switches and PBT Keycaps (Cherry MX Red Switch  Yellow Keycaps), Nothing, https://m.media-amazon.com/images/I/41vx5y3x0YL._AC_UY218_.jpg
KiiBoom B16 96-Key Wired Mechanical Gaming Keyboard with Cherry MX Switches and PBT Keycaps (Cherry MX Blue Switch  Blue Keycaps), Nothing, https://m.media-amazon.com/images/I/41tOSh0xDmL._AC_UY218_.jpg
KiiBoom B16 96-Key Wired Mechanical Gaming Keyboard with Cherry MX Switches and PBT Keycaps (Cherry MX BrownSwitch  Yellow Keycaps), Nothing, https://m.media-amazon.com/images/I/41eUmNDhSYL._AC_UY218_.jpg
KiiBoom B16 96-Key Wired Mechanical Gaming Keyboard with Cherry MX Switches and PBT Keycaps (Cherry MX Black Switch  Blue Keycaps), Nothing, https://m.media-amazon.com/images/I/41tOSh0xDmL._AC_UY218_.jpg
KiiBoom B16 96-Key Wired Mechanical Gaming Keyboard with Cherry MX Switches and PBT Keycaps (Cherry MX Red Switch  Blue Keycaps), Nothing, https://m.media-amazon.com/images/I/41tOSh0xDmL._AC_UY218_.jpg
KiiBoom B16 96-Key Wired Mechanical Gaming Keyboard with Cherry MX Switches and PBT Keycaps (Cherry MX Black Switch  Yellow Keycaps), Nothing, https://m.media-amazon.com/images/I/41vx5y3x0YL._AC_UY218_.jpg
KiiBoom B16 96-Key Wired Mechanical Gaming Keyboard with Cherry MX Switches and PBT Keycaps (Cherry MX Black Switch  Purple Keycaps), Nothing, https://m.media-amazon.com/images/I/41mkrbBlYML._AC_UY218_.jpg
KiiBoom B16 96-Key Wired Mechanical Gaming Keyboard with Cherry MX Switches and PBT Keycaps (Cherry MX Red Switch  Purple Keycaps), Nothing, https://m.media-amazon.com/images/I/41AwgVxT1GL._AC_UY218_.jpg
KiiBoom B16 96-Key Wired Mechanical Gaming Keyboard with Cherry MX Switches and PBT Keycaps (Cherry MX BrownSwitch  Purple Keycaps), Nothing, https://m.media-amazon.com/images/I/41mkrbBlYML._AC_UY218_.jpg
KiiBoom B16 96-Key Wired Mechanical Gaming Keyboard with Cherry MX Switches and PBT Keycaps (Cherry MX Blue Switch  Purple Keycaps), Nothing, https://m.media-amazon.com/images/I/41mkrbBlYML._AC_UY218_.jpg
