title,price,img
SABRE Magnum 120 3-In-1 Defense Spray  35 Bursts  12-Foot (4-Meter) Range  Triple Protection Formula Contains Pepper Spray  CS Military Gas and UV Marking Dye  Extra Large 92.4 Gram Canister, $15.70, https://m.media-amazon.com/images/I/71VGFaW6FZL._AC_UL320_.jpg
UDAP 15DCH Pepper Power Magnum Bear Spray Self Defense Deterrent with Griz Guard Holster for Camping  Hiking  Fishing  Powerful Blast Pattern  30 ft Fog Barrier  9.2 oz  2 Pack, $64.99, https://m.media-amazon.com/images/I/71W0NL+iA8L._AC_UL320_.jpg
Cute Pepper Spray Maximum Strength Self Defense Keychain for Women, $33.99, https://m.media-amazon.com/images/I/71llVjHpFGL._AC_UL320_.jpg
VEXOR® Pepper Gel from Zarc™  Maximum Strength Police Pepper Spray  Gel Is The future  Full Axis (360°) Technology Shoots from Any Angle 18-feet  Flip-top Safety and Belt Clip Included, $14.29, https://m.media-amazon.com/images/I/61Hmof9Mf8L._AC_UL320_.jpg
POM Pepper Spray Flip Top Pocket Clip - Maximum Strength OC Spray for Self Defense - Tactical Compact & Safe Design - 25 Bursts & 10 ft Range - Powerful & Accurate Stream Pattern, $12.95, https://m.media-amazon.com/images/I/71xIfXwPeyL._AC_UL320_.jpg
Police Magnum Compact Pepper Spray Self Defense- Tactical Maximum Heat Strength OC- Small Discreet Carry Canister- Made in The USA, $14.50, https://m.media-amazon.com/images/I/81BM7d8Ic9L._AC_UL320_.jpg
Grizzly Defender Bear Spray Holster  Tactical Bear Spray Sheath with Pouch  Mace Green, Nothing, https://m.media-amazon.com/images/I/51O7UsgIt6L._AC_UL320_.jpg
SABRE Defense Spray  3-in-1 Formula Contains Max Strength Pepper Spray  CS Military Tear Gas & UV Marking Dye  Quick Release Key Ring for Easy Carry  Finger Grip for More Accurate Aim  0.54 fl oz, $9.99, https://m.media-amazon.com/images/I/71wd5hxrIuL._AC_UL320_.jpg
SABRE Mighty Discreet Pepper Spray  Protect Against Multiple Threats with 16 Bursts  Ultra-Compact Design  40 Percent Smaller Than Other Pepper Sprays  UV Marking Dye  Snap Clip  0.18 fl oz, $12.94, https://m.media-amazon.com/images/I/81zZWlJ2nIL._AC_UL320_.jpg
SABRE Runner Pepper Gel  Maximum Police Strength OC Spray  Reflective Hand Strap for Easy Carry & Quick Access  0.67 fl oz  Secure & Easy to Use Safety  Optional Clip-On Alarm & LED Armband Combos, $18.35, https://m.media-amazon.com/images/I/81+B5jtAAtL._AC_UL320_.jpg
SABRE Red Home Defense Pepper Gel With Wall Mount For Easy Access  Max Strength OC Spray  UV Marking Dye Helps Identify Suspects  Full Hand Grip For More Accurate Aim  Secure Pin Safety  32 Bursts, $45.27, https://m.media-amazon.com/images/I/81v24sAHuFS._AC_UL320_.jpg
Brand Pepper Gel  Magnum 3  Magnum 4  Magnum 9  or Night Defender with LED Light  Black, $34.99, https://m.media-amazon.com/images/I/71zY4J3eW1L._AC_UL320_.jpg
Gel Pepper Spray with Belt Clip and Guard Alaska Bear Spray Repellent - EPA Maximum Strength OC Formula  Flip Top Safety  Non Lethal Self Defense  Hiking  Camping  Outdoors, $44.98, https://m.media-amazon.com/images/I/61vR1xpC5fL._AC_UL320_.jpg
Bear Spray with Nylon Holster, $72.99, https://m.media-amazon.com/images/I/71wZtf4UtLL._AC_UL320_.jpg
Hero's Pride Ballistic OC Pepper Spray  MK9 and Light Holster, $40.29, https://m.media-amazon.com/images/I/41ieJe+-9UL._AC_UL320_.jpg
Mace Guard Alaska Bear Spray 20 Foot Range 260 Gram Self-Defense 00153, $34.95, https://m.media-amazon.com/images/I/71v4TvG-nXL._AC_UL320_.jpg
Guard Alaska 9 oz. Bear Spray and Pepper Defense Belt Loop Holster - Maximum Strength Pepper Spray for Hiking  Camping  Outdoors  Self Defense, $124.97, https://m.media-amazon.com/images/I/71y5dFOcmNL._AC_UL320_.jpg
SABRE Safe Escape 3-In-1 Pepper Gel With Seat Belt Cutter & Window Breaker  Maximum Strength Pepper Spray  Snap Clip Keychain for Easy Carry & Fast Access  0.54 fl oz  Easy to Use Fast Flip Top Safety, $14.99, https://m.media-amazon.com/images/I/71TIP6CXOyL._AC_UL320_.jpg
Fox Labs  One Point Four  4 % OC Pepper Spray- Flip Top Stream (2 oz) 24FTS, $23.60, https://m.media-amazon.com/images/I/613VM1fJYYL._AC_UL320_.jpg
Zarc Vexor Police Strength Pepper Spray  Flip-Top Finger Grip  20+ Shots  10-12 Ft. Range - 4 Pack, $32.45, https://m.media-amazon.com/images/I/6194-dcgTgS._AC_UL320_.jpg
Guard Alaska 9 oz. Bear Spray and Pepper Defense Belt Loop Holster - Maximum Strength Pepper Spray for Hiking  Camping  Outdoors  Self Defense, $94.97, https://m.media-amazon.com/images/I/719ubAaDMbL._AC_UL320_.jpg
[2 Pack] Bear Blaster Bear Horn for Hiking - 1/2 Mile Sound Air Horn for Bears - Made in USA Bear Horn Self Defense - 1.4oz Each Air Horns for Safety for Wild Animals - Airhorns Horn Loud for Bears, $24.99, https://m.media-amazon.com/images/I/71W7j8ZZ+YL._AC_UL320_.jpg
POM Pepper Spray Flip Top Keychain - Maximum Strength OC Spray Self Defenes - 25 Bursts  10ft range - accurate stream pattern, $12.95, https://m.media-amazon.com/images/I/71TTztPVxoL._AC_UL320_.jpg
Maximum Strength Bear Spray by Mace Brand – Accurate 25’ Powerful Pepper Spray  – Great for Self-Defense When Hiking  Camping  and Other Outdoor Activities  green  260 gram (153) (Green / NEW), $37.99, https://m.media-amazon.com/images/I/71C8mvYkvsS._AC_UL320_.jpg
SABRE Personal Safety Kit with Pepper Spray and 2-in-1 Personal Alarm with LED Light  0.54 fl oz  25 Bursts 130dB Alarm  Audible Up to 1 250 Feet, $17.60, https://m.media-amazon.com/images/I/71qSkYjc5wL._AC_UL320_.jpg
Police Magnum Bulk Pepper Spray Keychain Self Defense- Tactical Maximum Strength- Belt Clip Safety Key Chains for Women & Men- Made in The USA, $39.99, https://m.media-amazon.com/images/I/612Jrscot-L._AC_UL320_.jpg
Bear Attractant Spray- Anise Spray  Bear Attractant Spray  Bear Can't Resist, $32.95, https://m.media-amazon.com/images/I/416hoYYx4ML._AC_UL320_.jpg
Guard Dog Security AccuFire Pepper Spray for Self Defense  World’s Only Laser Sight pepper spray  Maximum Strength  Red Keychain Pepper Spray with Belt Clip for quick access  16 Feet, $19.99, https://m.media-amazon.com/images/I/61j3NUkQxmL._AC_UL320_.jpg
Bear Spray, $37.99, https://m.media-amazon.com/images/I/41ktu9khtOL._AC_UL320_.jpg
Zarc Vexor Police Strength Pepper Spray  Flip-Top Finger Grip  20+ Shots  10-12 Ft. Range - Two Pack, $18.30, https://m.media-amazon.com/images/I/517g8RjXadL._AC_UL320_.jpg
Guard Dog Security Pepper Spray for Self Defense  OC Spray with Belt Clip  Maximum Police Strength  Flip Top Safety for Quick and Accurate Aim  20 Feet Range  2 fl oz, $22.99, https://m.media-amazon.com/images/I/71bHbaLTm9L._AC_UL320_.jpg
mace Mace Brand Personal Pepper Spray (Hot Pink), $16.79, https://m.media-amazon.com/images/I/71XmOtyI78L._AC_UL320_.jpg
Udap Bear Spray with Camo Hip Holster, $42.95, https://m.media-amazon.com/images/I/51bZdy9naLL._AC_UL320_.jpg
